Location,Fuel_Type,Transmission,Owner_Type,Seats,Price,mlg,age,make,model,mileage_new,engine_new,power_new,KM_Driven
Pune,Petrol,Manual,Second,5.0,4.7,18.9,4,hyundai,grand,18.9,1197.0,82.0,13
Pune,Petrol,Manual,Second,5.0,1.49,16.6,12,ford,fiesta,16.6,1388.0,68.0,76
Mumbai,Diesel,Manual,Second,5.0,4.5,24.4,4,hyundai,xcent,24.4,1120.0,71.0,63
Hyderabad,Diesel,Manual,First,5.0,5.4,25.8,6,honda,amaze,25.8,1498.0,98.6,74
Hyderabad,Petrol,Automatic,First,5.0,3.25,16.4,13,honda,city,16.4,1497.0,78.0,81
Kochi,Petrol,Manual,First,5.0,5.84,17.0,2,volkswagen,ameo,17.0,1198.0,73.75,17
Hyderabad,Petrol,Manual,First,5.0,5.75,17.0,4,volkswagen,ameo,17.0,1198.0,73.75,18
Mumbai,Petrol,Manual,Second,5.0,1.05,18.9,14,maruti,wagon,18.9,998.0,67.1,141
Mumbai,Diesel,Manual,Second,7.0,4.85,24.2,6,honda,mobilio,24.2,1498.0,98.6,80
Bangalore,Diesel,Manual,First,5.0,3.2,17.8,9,ford,fiesta,17.8,1399.0,68.0,85
Chennai,Diesel,Manual,First,5.0,4.5,26.59,4,maruti,swift,26.59,1248.0,74.0,91
Kochi,Diesel,Manual,First,7.0,3.45,17.21,6,mahindra,quanto,17.21,1493.0,100.0,58
Delhi,Diesel,Manual,First,5.0,3.75,22.07,7,volkswagen,polo,22.07,1199.0,73.9,77
Kolkata,Diesel,Manual,First,7.0,8.2,12.99,8,toyota,innova,12.99,2494.0,100.0,85
Jaipur,Petrol,Manual,Third,5.0,1.1,13.0,15,honda,city,13.0,1493.0,100.0,123
Chennai,Petrol,Manual,First,5.0,2.45,24.7,5,maruti,alto,24.7,796.0,47.3,63
Kolkata,Diesel,Manual,First,5.0,3.0,26.59,3,maruti,swift,26.59,1248.0,74.0,60
Ahmedabad,Diesel,Manual,First,5.0,9.25,24.3,3,maruti,vitara,24.3,1248.0,88.5,33
Kochi,Diesel,Manual,First,5.0,3.45,23.0,7,hyundai,i20,23.0,1396.0,90.0,67
Coimbatore,Petrol,Automatic,First,5.0,5.25,23.1,3,maruti,celerio,23.1,998.0,67.04,35
Delhi,Petrol,Automatic,First,5.0,2.9,16.95,8,hyundai,i10,16.95,1197.0,78.9,62
Kochi,Petrol,Manual,First,5.0,5.8,18.9,2,hyundai,grand,18.9,1197.0,82.0,43
Coimbatore,Petrol,Automatic,First,5.0,7.22,18.9,3,hyundai,grand,18.9,1197.0,82.0,28
Coimbatore,Petrol,Manual,First,5.0,4.87,18.9,4,hyundai,grand,18.9,1197.0,81.86,29
Delhi,Petrol,Manual,First,5.0,3.3,16.47,7,volkswagen,polo,16.47,1198.0,74.0,63
Hyderabad,Petrol,Manual,Second,5.0,3.0,17.7,13,honda,city,17.7,1497.0,78.0,91
Hyderabad,Petrol,Manual,First,5.0,2.9,14.0,3,maruti,omni,14.0,796.0,35.0,24
Hyderabad,Petrol,Manual,First,5.0,2.36,22.74,5,maruti,alto,22.74,796.0,47.3,24
Coimbatore,Diesel,Manual,First,5.0,11.39,24.3,3,maruti,vitara,24.3,1248.0,88.5,26
Delhi,Diesel,Manual,First,5.0,8.0,24.3,4,maruti,vitara,24.3,1248.0,88.5,35
Kochi,Petrol,Manual,First,5.0,7.11,18.6,3,hyundai,i20,18.6,1197.0,81.83,51
Hyderabad,Petrol,Manual,First,5.0,2.15,19.7,11,maruti,alto,19.7,796.0,46.3,65
Kolkata,Petrol,Manual,First,5.0,3.25,18.0,7,honda,amaze,18.0,1198.0,86.7,40
Mumbai,Diesel,Manual,First,5.0,4.61,24.0,7,hyundai,grand,24.0,1120.0,70.0,71
Chennai,Diesel,Manual,Second,5.0,4.05,24.0,6,hyundai,grand,24.0,1120.0,70.0,33
Jaipur,Petrol,Manual,Second,4.0,0.8,16.1,11,maruti,800,16.1,796.0,37.0,22
Hyderabad,Diesel,Manual,First,5.0,5.6,23.59,6,toyota,etios,23.59,1364.0,67.1,59
Delhi,Diesel,Manual,First,5.0,5.35,22.54,5,hyundai,i20,22.54,1396.0,88.73,44
Mumbai,Petrol,Manual,First,5.0,3.25,24.07,3,maruti,alto,24.07,998.0,67.1,12
Pune,Petrol,Automatic,First,5.0,4.25,23.1,4,maruti,celerio,23.1,998.0,67.04,38
Pune,Petrol,Manual,First,5.0,5.3,19.1,4,maruti,swift,19.1,1197.0,85.8,32
Coimbatore,Diesel,Manual,First,5.0,9.43,21.43,6,toyota,corolla,21.43,1364.0,87.2,69
Pune,Petrol,Manual,First,5.0,2.75,18.5,8,hyundai,i20,18.5,1197.0,80.0,39
Chennai,Petrol,Manual,First,5.0,6.95,21.1,3,maruti,baleno,21.1,998.0,100.0,46
Chennai,Petrol,Automatic,First,5.0,6.75,17.97,5,nissan,sunny,17.97,1498.0,99.6,27
Chennai,Petrol,Automatic,First,5.0,5.5,18.9,5,hyundai,grand,18.9,1197.0,82.0,15
Jaipur,Petrol,Manual,First,5.0,4.15,19.1,6,hyundai,xcent,19.1,1197.0,82.0,12
Kochi,Petrol,Manual,First,5.0,4.11,21.5,5,maruti,wagon,21.5,1197.0,81.8,49
Kochi,Petrol,Manual,First,5.0,4.56,17.71,5,toyota,etios,17.71,1197.0,78.9,52
Coimbatore,Diesel,Manual,First,5.0,5.27,23.59,5,toyota,etios,23.59,1364.0,67.06,49
Kochi,Diesel,Manual,First,7.0,9.11,18.06,1,mahindra,thar,18.06,2523.0,63.0,13
Delhi,Diesel,Manual,First,5.0,10.17,21.38,4,hyundai,creta,21.38,1396.0,88.7,42
Pune,Diesel,Manual,First,5.0,4.5,28.4,6,maruti,swift,28.4,1248.0,74.0,115
Kochi,Petrol,Manual,Second,5.0,2.47,19.7,8,maruti,alto,19.7,796.0,46.3,14
Ahmedabad,Diesel,Manual,First,5.0,7.9,23.65,4,maruti,s,23.65,1248.0,88.5,58
Hyderabad,Petrol,Manual,First,5.0,2.3,21.1,9,hyundai,eon,21.1,814.0,55.2,68
Hyderabad,Petrol,Manual,First,5.0,3.25,21.1,4,hyundai,eon,21.1,814.0,55.2,30
Bangalore,Diesel,Manual,First,5.0,5.85,20.65,3,tata,zest,20.65,1248.0,88.7,27
Kochi,Petrol,Manual,First,5.0,8.32,21.1,2,maruti,baleno,21.1,998.0,100.0,18
Hyderabad,Petrol,Manual,First,5.0,3.45,20.36,7,hyundai,i10,20.36,1197.0,78.9,59
Mumbai,Petrol,Manual,First,5.0,5.15,18.9,3,hyundai,grand,18.9,1197.0,82.0,13
Kochi,Petrol,Manual,First,5.0,3.51,19.4,6,honda,brio,19.4,1198.0,86.8,74
Kolkata,Diesel,Manual,First,5.0,3.45,21.9,5,hyundai,i20,21.9,1396.0,88.76,45
Pune,Petrol,Manual,First,5.0,3.75,16.47,7,volkswagen,polo,16.47,1198.0,73.9,57
Pune,Petrol,Manual,Second,5.0,1.45,13.0,19,honda,city,13.0,1493.0,100.0,125
Delhi,Diesel,Manual,First,5.0,2.2,18.7,12,skoda,octavia,18.7,1896.0,66.0,80
Kolkata,Diesel,Manual,First,7.0,5.0,24.2,6,honda,mobilio,24.2,1498.0,98.6,45
Pune,Diesel,Manual,Second,7.0,5.9,20.77,8,maruti,ertiga,20.77,1248.0,88.76,105
Mumbai,Petrol,Manual,First,5.0,3.75,18.9,7,hyundai,grand,18.9,1197.0,82.0,26
Chennai,Petrol,Manual,First,5.0,4.75,18.0,6,honda,amaze,18.0,1198.0,86.7,48
Chennai,Petrol,Manual,First,5.0,6.95,18.6,3,hyundai,i20,18.6,1197.0,81.83,5
Mumbai,Petrol,Manual,First,5.0,5.4,17.0,4,volkswagen,ameo,17.0,1198.0,73.75,16
Chennai,Petrol,Manual,First,5.0,2.15,24.07,9,maruti,alto,24.07,998.0,67.1,28
Jaipur,Petrol,Manual,First,5.0,0.9,19.7,15,maruti,alto,19.7,796.0,46.3,49
Kolkata,Petrol,Manual,First,5.0,3.5,20.51,4,maruti,wagon,20.51,998.0,67.04,12
Kochi,Diesel,Manual,First,5.0,5.85,20.4,4,fiat,linea,20.4,1248.0,92.0,56
Pune,Diesel,Manual,First,5.0,3.15,19.3,10,maruti,swift,19.3,1248.0,73.9,105
Pune,Diesel,Manual,First,5.0,6.0,21.64,4,renault,scala,21.64,1461.0,84.8,52
Kolkata,Petrol,Manual,First,5.0,2.23,18.5,10,hyundai,i20,18.5,1197.0,80.0,38
Bangalore,Petrol,Manual,First,5.0,2.5,19.1,4,hyundai,xcent,19.1,1197.0,82.0,50
Kochi,Petrol,Manual,First,5.0,3.87,18.9,5,maruti,wagon,18.9,998.0,67.1,50
Chennai,Petrol,Manual,Second,5.0,1.5,17.92,10,hyundai,santro,17.92,1086.0,62.1,115
Kolkata,Petrol,Manual,First,5.0,3.0,20.51,3,maruti,wagon,20.51,998.0,67.04,8
Coimbatore,Diesel,Manual,First,5.0,11.0,24.3,2,maruti,vitara,24.3,1248.0,88.5,28
Pune,Diesel,Automatic,First,5.0,7.65,26.59,4,maruti,dzire,26.59,1248.0,74.0,30
Hyderabad,Diesel,Manual,First,7.0,9.9,25.47,4,maruti,ertiga,25.47,1248.0,88.5,42
Mumbai,Petrol,Manual,First,5.0,2.05,13.2,10,hyundai,accent,13.2,1495.0,94.0,32
Kolkata,Petrol,Manual,First,5.0,5.25,17.0,4,hyundai,i20,17.0,1197.0,80.0,19
Hyderabad,Petrol,Manual,First,5.0,1.95,19.7,10,maruti,alto,19.7,796.0,46.3,94
Delhi,Petrol,Manual,First,5.0,2.6,18.9,8,maruti,wagon,18.9,998.0,67.1,68
Ahmedabad,Petrol,Manual,Second,5.0,3.25,17.0,9,hyundai,i20,17.0,1197.0,80.0,72
Hyderabad,Diesel,Manual,First,5.0,3.85,21.1,10,maruti,ritz,21.1,1248.0,73.9,75
Pune,Petrol,Manual,First,5.0,3.25,19.4,7,honda,brio,19.4,1198.0,86.8,50
Jaipur,Diesel,Manual,First,5.0,5.31,19.3,6,maruti,swift,19.3,1248.0,73.9,65
Kolkata,Petrol,Manual,First,5.0,3.59,19.81,4,hyundai,i10,19.81,1086.0,68.05,7
Kochi,Petrol,Manual,First,5.0,7.35,20.73,4,maruti,ciaz,20.73,1373.0,91.1,43
Coimbatore,Petrol,Manual,First,5.0,6.02,18.9,3,hyundai,grand,18.9,1197.0,82.0,23
Delhi,Diesel,Manual,First,5.0,5.5,22.7,6,ford,ecosport,22.7,1498.0,89.84,60
Kolkata,Petrol,Manual,First,5.0,4.43,18.6,5,hyundai,i20,18.6,1197.0,81.83,35
Ahmedabad,Petrol,Manual,First,5.0,2.65,22.0,6,hyundai,eon,22.0,814.0,55.0,47
Delhi,Petrol,Manual,First,5.0,3.2,17.6,9,toyota,etios,17.6,1496.0,88.7,36
Chennai,Diesel,Manual,First,5.0,4.25,23.4,4,maruti,swift,23.4,1248.0,74.0,75
Kolkata,Petrol,Manual,First,5.0,1.1,19.7,12,maruti,alto,19.7,796.0,46.3,38
Chennai,Petrol,Manual,First,5.0,4.3,23.1,5,maruti,celerio,23.1,998.0,67.04,57
Hyderabad,Diesel,Manual,First,5.0,8.9,22.7,5,ford,ecosport,22.7,1498.0,89.84,45
Hyderabad,Diesel,Manual,First,5.0,4.25,17.8,12,maruti,swift,17.8,1248.0,75.0,76
Mumbai,Petrol,Manual,First,5.0,5.95,18.7,4,honda,jazz,18.7,1199.0,88.7,28
Kolkata,Petrol,Manual,Second,5.0,1.25,15.7,9,fiat,grande,15.7,1172.0,67.0,25
Pune,Petrol,Manual,First,7.0,5.5,16.02,7,maruti,ertiga,16.02,1373.0,93.7,82
Chennai,Petrol,Manual,First,5.0,3.25,18.44,7,nissan,micra,18.44,1198.0,75.0,30
Coimbatore,Petrol,Manual,First,5.0,6.58,16.78,4,toyota,etios,16.78,1496.0,88.73,33
Kochi,Petrol,Manual,First,5.0,6.14,18.7,3,honda,jazz,18.7,1199.0,88.7,41
Jaipur,Diesel,Manual,First,5.0,4.95,28.4,7,maruti,dzire,28.4,1248.0,73.75,77
Coimbatore,Petrol,Automatic,First,5.0,5.72,18.9,5,hyundai,grand,18.9,1197.0,82.0,69
Hyderabad,Diesel,Manual,First,5.0,3.85,19.3,10,maruti,swift,19.3,1248.0,73.9,130
Ahmedabad,Petrol,Manual,First,7.0,5.75,16.02,8,maruti,ertiga,16.02,1373.0,93.7,28
Jaipur,Petrol,Manual,Second,4.0,0.9,16.1,10,maruti,800,16.1,796.0,37.0,70
Kolkata,Petrol,Manual,First,5.0,3.99,19.1,6,maruti,swift,19.1,1197.0,85.8,45
Kolkata,Diesel,Manual,First,5.0,3.5,24.0,6,hyundai,grand,24.0,1120.0,70.0,43
Coimbatore,Petrol,Manual,First,5.0,3.65,20.36,9,hyundai,i10,20.36,1197.0,78.9,50
Bangalore,Petrol,Automatic,First,5.0,5.4,18.9,6,hyundai,grand,18.9,1197.0,82.0,21
Mumbai,Diesel,Manual,First,5.0,8.7,27.39,2,maruti,baleno,27.39,1248.0,74.0,2
Kolkata,Diesel,Manual,First,5.0,1.89,21.1,9,maruti,ritz,21.1,1248.0,73.9,35
Kolkata,Diesel,Manual,First,5.0,4.0,23.4,5,maruti,swift,23.4,1248.0,74.0,168
Hyderabad,Diesel,Manual,First,7.0,7.85,24.52,5,maruti,ertiga,24.52,1248.0,88.5,93
Pune,Diesel,Manual,Third,5.0,1.25,18.7,15,skoda,octavia,18.7,1896.0,66.0,88
Delhi,Diesel,Manual,First,5.0,3.95,20.14,6,volkswagen,polo,20.14,1498.0,88.8,32
Pune,Petrol,Manual,Second,5.0,1.6,17.92,8,hyundai,santro,17.92,1086.0,62.1,79
Hyderabad,Petrol,Manual,First,5.0,0.6,13.2,16,hyundai,accent,13.2,1495.0,94.0,110
Coimbatore,Petrol,Manual,Second,5.0,3.39,21.1,6,hyundai,eon,21.1,814.0,55.2,45
Mumbai,Diesel,Manual,First,5.0,5.91,26.8,3,maruti,ignis,26.8,1248.0,74.0,19
Mumbai,Petrol,Manual,First,5.0,3.75,17.5,8,maruti,swift,17.5,1298.0,85.8,15
Delhi,Petrol,Manual,First,5.0,3.8,19.4,5,honda,brio,19.4,1198.0,86.8,44
Delhi,Diesel,Manual,First,5.0,4.35,23.59,6,toyota,etios,23.59,1364.0,67.04,63
Kolkata,Petrol,Manual,First,5.0,3.0,15.64,5,tata,indigo,15.64,1193.0,64.08,103
Pune,Diesel,Manual,First,5.0,5.45,22.7,6,ford,ecosport,22.7,1498.0,89.84,72
Mumbai,Petrol,Manual,First,5.0,2.7,18.9,10,maruti,wagon,18.9,998.0,67.1,19
Hyderabad,Diesel,Manual,First,5.0,5.8,20.14,5,volkswagen,polo,20.14,1498.0,88.8,75
Pune,Petrol,Manual,Second,5.0,0.95,15.3,13,tata,indica,15.3,1193.0,65.3,137
Jaipur,Petrol,Manual,Second,4.0,0.63,16.1,18,maruti,800,16.1,796.0,37.0,53
Pune,Petrol,Manual,First,5.0,3.0,24.07,4,maruti,alto,24.07,998.0,67.1,7
Hyderabad,Diesel,Manual,First,5.0,6.0,26.59,4,maruti,swift,26.59,1248.0,74.0,30
Mumbai,Diesel,Manual,First,5.0,7.65,28.09,4,maruti,ciaz,28.09,1248.0,88.5,38
Kolkata,Diesel,Manual,First,5.0,2.25,20.0,7,ford,figo,20.0,1399.0,68.0,22
Coimbatore,Petrol,Manual,First,5.0,3.46,15.6,9,ford,figo,15.6,1196.0,70.0,51
Mumbai,Petrol,Automatic,First,5.0,8.25,19.0,2,honda,jazz,19.0,1199.0,88.7,3
Pune,Petrol,Manual,First,5.0,1.25,17.3,14,maruti,zen,17.3,993.0,60.0,67
Jaipur,Diesel,Manual,First,5.0,7.4,26.21,5,maruti,ciaz,26.21,1248.0,88.5,65
Kochi,Petrol,Manual,First,5.0,3.07,25.17,4,renault,kwid,25.17,799.0,53.3,53
Coimbatore,Petrol,Automatic,First,5.0,3.84,19.2,9,hyundai,i10,19.2,1197.0,80.0,50
Pune,Petrol,Automatic,First,5.0,4.2,23.1,4,maruti,celerio,23.1,998.0,67.04,64
Kochi,Diesel,Manual,First,5.0,10.82,21.38,2,hyundai,creta,21.38,1396.0,88.7,41
Hyderabad,Diesel,Manual,First,5.0,6.1,27.3,4,honda,jazz,27.3,1498.0,98.6,44
Chennai,Petrol,Manual,Third,5.0,1.0,13.7,19,mitsubishi,lancer,13.7,1468.0,85.8,104
Coimbatore,Petrol,Manual,First,5.0,4.69,16.95,8,nissan,sunny,16.95,1498.0,97.6,50
Mumbai,Petrol,Manual,First,5.0,6.5,18.6,2,hyundai,i20,18.6,1197.0,81.83,17
Chennai,Diesel,Manual,First,5.0,3.0,23.08,6,nissan,micra,23.08,1461.0,63.1,100
Kochi,Petrol,Automatic,First,5.0,6.9,19.12,5,maruti,ciaz,19.12,1373.0,91.1,50
Chennai,Petrol,Manual,First,5.0,4.25,17.0,9,hyundai,i20,17.0,1197.0,80.0,24
Kolkata,Diesel,Manual,First,5.0,4.9,25.1,6,honda,city,25.1,1498.0,98.6,37
Pune,Petrol,Manual,Second,5.0,3.6,20.4,6,maruti,swift,20.4,1197.0,81.8,42
Pune,Petrol,Manual,First,5.0,1.3,16.1,9,maruti,swift,16.1,1298.0,88.2,70
Kolkata,Petrol,Manual,First,5.0,3.75,18.9,5,hyundai,grand,18.9,1197.0,82.0,15
Mumbai,Petrol,Manual,First,5.0,2.1,18.9,10,maruti,wagon,18.9,998.0,67.1,70
Hyderabad,Diesel,Manual,First,5.0,8.8,22.77,4,ford,ecosport,22.77,1498.0,98.59,36
Coimbatore,Petrol,Manual,First,5.0,5.84,16.47,5,volkswagen,polo,16.47,1198.0,74.0,25
Ahmedabad,Petrol,Automatic,Second,5.0,3.25,24.04,3,renault,kwid,24.04,999.0,67.0,12
Coimbatore,Petrol,Automatic,First,5.0,4.9,16.5,7,honda,brio,16.5,1198.0,86.8,33
Kochi,Petrol,Manual,First,5.0,6.46,18.16,2,ford,figo,18.16,1196.0,86.8,32
Ahmedabad,Diesel,Manual,First,5.0,2.7,25.0,7,tata,indigo,25.0,1396.0,69.01,31
Chennai,Diesel,Manual,First,5.0,4.6,25.83,4,ford,figo,25.83,1498.0,99.0,70
Jaipur,Diesel,Manual,First,5.0,5.35,23.4,6,maruti,swift,23.4,1248.0,74.0,61
Pune,Diesel,Manual,First,5.0,2.3,23.08,9,nissan,micra,23.08,1461.0,63.1,72
Pune,Petrol,Manual,First,5.0,3.2,17.0,9,hyundai,i20,17.0,1197.0,80.0,54
Kolkata,Diesel,Manual,First,5.0,5.99,21.19,5,hyundai,i20,21.19,1396.0,88.73,27
Kolkata,Diesel,Manual,First,5.0,1.8,20.0,9,ford,figo,20.0,1399.0,68.05,37
Bangalore,Diesel,Manual,First,5.0,5.45,21.9,7,hyundai,i20,21.9,1396.0,88.76,60
Mumbai,Petrol,Manual,First,5.0,3.7,18.5,8,hyundai,i20,18.5,1197.0,82.85,50
Chennai,Petrol,Manual,First,5.0,3.49,19.4,7,honda,brio,19.4,1198.0,86.8,58
Kolkata,Diesel,Manual,First,5.0,3.55,21.9,7,hyundai,i20,21.9,1396.0,88.76,25
Hyderabad,Petrol,Manual,First,5.0,2.7,19.0,9,maruti,a-star,19.0,998.0,66.1,53
Chennai,Petrol,Manual,First,5.0,1.5,19.7,14,maruti,alto,19.7,796.0,46.3,68
Hyderabad,Diesel,Manual,First,5.0,5.2,22.9,7,maruti,swift,22.9,1248.0,74.0,73
Kolkata,Petrol,Manual,First,5.0,2.5,18.5,9,maruti,ritz,18.5,1197.0,85.8,150
Jaipur,Diesel,Manual,Second,5.0,3.9,21.9,7,hyundai,i20,21.9,1396.0,88.76,70
Kolkata,Diesel,Manual,First,5.0,3.85,25.2,7,maruti,swift,25.2,1248.0,74.0,115
Chennai,Diesel,Manual,First,5.0,3.45,17.8,10,maruti,swift,17.8,1248.0,75.0,84
Jaipur,Petrol,Manual,First,5.0,3.2,24.07,4,maruti,alto,24.07,998.0,67.1,51
Hyderabad,Diesel,Manual,First,5.0,6.0,22.7,6,ford,ecosport,22.7,1498.0,89.84,55
Delhi,Diesel,Manual,First,5.0,3.5,24.0,6,hyundai,grand,24.0,1120.0,70.0,42
Hyderabad,Petrol,Manual,First,5.0,2.15,16.6,14,ford,fiesta,16.6,1388.0,68.0,69
Delhi,Petrol,Manual,First,5.0,2.0,19.0,10,maruti,a-star,19.0,998.0,66.1,70
Kochi,Diesel,Manual,First,5.0,4.27,23.2,5,maruti,ritz,23.2,1248.0,73.94,35
Chennai,Petrol,Automatic,First,5.0,3.95,23.1,6,maruti,celerio,23.1,998.0,67.04,18
Ahmedabad,Diesel,Manual,First,5.0,6.25,23.59,3,toyota,etios,23.59,1364.0,67.04,42
Jaipur,Diesel,Manual,First,5.0,2.5,19.4,8,tata,indica,19.4,1405.0,70.0,90
Hyderabad,Diesel,Manual,First,5.0,1.99,18.7,15,skoda,octavia,18.7,1896.0,66.0,105
Delhi,Petrol,Manual,First,5.0,3.25,16.78,6,toyota,etios,16.78,1496.0,88.73,70
Kolkata,Petrol,Automatic,First,5.0,1.5,16.4,14,honda,city,16.4,1497.0,78.0,44
Delhi,Diesel,Manual,First,5.0,7.0,22.54,3,hyundai,i20,22.54,1396.0,88.73,25
Coimbatore,Petrol,Automatic,First,5.0,4.88,23.1,5,maruti,celerio,23.1,998.0,67.04,59
Mumbai,Petrol,Manual,First,5.0,6.55,20.73,5,maruti,ciaz,20.73,1373.0,91.1,30
Coimbatore,Diesel,Manual,Second,5.0,4.34,20.0,7,ford,figo,20.0,1399.0,68.0,44
Mumbai,Petrol,Manual,Second,5.0,2.15,20.4,12,maruti,swift,20.4,1197.0,81.8,69
Mumbai,Petrol,Manual,First,5.0,3.1,19.4,7,honda,brio,19.4,1198.0,86.8,41
Mumbai,Petrol,Manual,First,5.0,5.95,18.6,4,hyundai,i20,18.6,1197.0,81.83,6
Mumbai,Diesel,Manual,Second,5.0,0.86,16.8,14,tata,indica,16.8,1405.0,68.0,133
Mumbai,Petrol,Manual,First,5.0,2.25,19.81,9,hyundai,i10,19.81,1086.0,68.05,15
Kochi,Petrol,Manual,First,5.0,6.13,17.0,4,hyundai,i20,17.0,1197.0,80.0,69
Pune,Petrol,Automatic,Second,5.0,3.79,15.5,6,honda,amaze,15.5,1198.0,86.7,49
Pune,Petrol,Automatic,Second,5.0,3.85,16.95,7,hyundai,i10,16.95,1197.0,78.9,15
Hyderabad,Diesel,Manual,First,5.0,4.5,22.07,7,volkswagen,polo,22.07,1199.0,73.9,86
Coimbatore,Petrol,Manual,First,5.0,8.61,21.1,2,maruti,baleno,21.1,998.0,100.0,26
Ahmedabad,Diesel,Manual,First,5.0,6.5,21.9,4,hyundai,i20,21.9,1396.0,88.76,74
Pune,Petrol,Automatic,First,5.0,4.7,23.1,3,maruti,celerio,23.1,998.0,67.04,20
Chennai,Diesel,Manual,Second,5.0,3.0,19.68,6,ford,classic,19.68,1399.0,67.0,83
Delhi,Diesel,Manual,Second,5.0,5.5,26.21,5,maruti,ciaz,26.21,1248.0,88.5,46
Pune,Petrol,Manual,First,5.0,3.35,18.9,5,maruti,wagon,18.9,998.0,67.1,25
Coimbatore,Petrol,Manual,First,5.0,7.09,18.6,4,hyundai,i20,18.6,1197.0,81.83,40
Delhi,Petrol,Manual,First,5.0,6.5,18.9,2,hyundai,grand,18.9,1197.0,81.86,10
Chennai,Diesel,Manual,First,5.0,4.5,22.07,8,volkswagen,polo,22.07,1199.0,73.9,94
Kochi,Petrol,Manual,First,5.0,3.82,16.47,8,volkswagen,polo,16.47,1198.0,73.9,52
Jaipur,Diesel,Manual,First,5.0,5.25,20.45,7,renault,duster,20.45,1461.0,83.8,61
Hyderabad,Diesel,Manual,First,5.0,8.5,27.39,3,maruti,baleno,27.39,1248.0,74.0,20
Delhi,Petrol,Manual,First,5.0,3.25,16.47,7,volkswagen,polo,16.47,1198.0,73.9,75
Mumbai,Petrol,Manual,First,5.0,5.95,20.73,5,maruti,ciaz,20.73,1373.0,91.1,51
Kochi,Diesel,Manual,First,5.0,6.79,19.87,5,renault,duster,19.87,1461.0,83.8,65
Mumbai,Petrol,Manual,First,5.0,2.55,21.1,4,hyundai,eon,21.1,814.0,55.2,25
Coimbatore,Petrol,Manual,First,5.0,6.18,16.47,4,volkswagen,polo,16.47,1198.0,73.9,28
Pune,Petrol,Manual,First,5.0,3.41,22.5,6,maruti,wagon,22.5,998.0,67.04,38
Hyderabad,Petrol,Manual,Second,5.0,1.8,19.7,11,maruti,alto,19.7,796.0,46.3,85
Chennai,Petrol,Manual,First,5.0,2.75,22.7,4,datsun,redi-go,22.7,799.0,53.0,26
Coimbatore,Diesel,Manual,First,5.0,7.52,22.77,6,ford,ecosport,22.77,1498.0,98.59,64
Chennai,Petrol,Manual,First,5.0,6.25,20.85,3,maruti,swift,20.85,1197.0,83.14,28
Coimbatore,Petrol,Manual,First,5.0,6.22,17.0,5,hyundai,i20,17.0,1197.0,80.0,20
Mumbai,Petrol,Manual,First,5.0,3.75,23.1,6,maruti,celerio,23.1,998.0,67.04,21
Kolkata,Petrol,Manual,First,5.0,2.25,20.36,8,hyundai,i10,20.36,1197.0,78.9,31
Mumbai,Petrol,Manual,First,5.0,3.55,17.71,7,toyota,etios,17.71,1197.0,78.9,8
Ahmedabad,Petrol,Manual,First,5.0,2.66,21.1,5,hyundai,eon,21.1,814.0,55.2,20
Pune,Diesel,Manual,Second,5.0,2.4,25.0,4,tata,indigo,25.0,1396.0,69.01,52
Pune,Petrol,Manual,First,5.0,3.0,20.51,7,maruti,wagon,20.51,998.0,67.04,32
Kochi,Diesel,Manual,First,5.0,6.67,28.4,3,maruti,dzire,28.4,1248.0,73.75,54
Coimbatore,Petrol,Manual,Fourth & Above,5.0,1.97,13.8,12,ford,ikon,13.8,1299.0,70.0,59
Kolkata,Petrol,Manual,First,5.0,2.8,16.47,7,volkswagen,polo,16.47,1198.0,73.9,30
Jaipur,Petrol,Manual,First,5.0,2.65,20.36,9,hyundai,i10,20.36,1197.0,78.9,40
Chennai,Diesel,Manual,First,8.0,4.75,18.2,6,chevrolet,enjoy,18.2,1248.0,73.74,45
Bangalore,Diesel,Manual,First,5.0,4.5,17.8,8,maruti,swift,17.8,1248.0,75.0,62
Pune,Petrol,Manual,First,5.0,3.5,17.71,6,toyota,etios,17.71,1197.0,78.9,80
Hyderabad,Diesel,Manual,First,5.0,6.75,26.0,6,honda,city,26.0,1498.0,98.6,90
Hyderabad,Diesel,Manual,First,5.0,5.4,19.3,6,maruti,swift,19.3,1248.0,73.9,123
Delhi,Petrol,Manual,First,5.0,3.5,20.51,5,maruti,wagon,20.51,998.0,67.04,13
Hyderabad,Petrol,Manual,First,5.0,2.6,21.1,8,hyundai,eon,21.1,814.0,55.2,60
Kolkata,Petrol,Manual,First,5.0,4.5,20.51,2,maruti,wagon,20.51,998.0,67.04,10
Kochi,Petrol,Manual,First,5.0,5.2,23.1,3,maruti,celerio,23.1,998.0,67.04,3
Kochi,Petrol,Manual,First,5.0,3.6,22.7,2,datsun,redi-go,22.7,799.0,53.64,6
Pune,Diesel,Manual,First,5.0,3.3,21.2,6,fiat,grande,21.2,1248.0,75.0,74
Delhi,Petrol,Manual,First,5.0,3.9,19.1,6,maruti,swift,19.1,1197.0,85.8,56
Mumbai,Petrol,Automatic,First,5.0,4.3,16.5,6,honda,brio,16.5,1198.0,86.8,36
Kolkata,Petrol,Manual,First,5.0,2.25,18.9,9,maruti,wagon,18.9,998.0,67.1,34
Ahmedabad,Petrol,Manual,First,5.0,3.2,19.81,7,hyundai,i10,19.81,1086.0,68.05,49
